"Month","DayofMonth","DayOfWeek","DepTime","UniqueCarrier","Origin","Dest","Distance","dep_delayed_15min"
"8","2","2",1905,"WN","LAS","ABQ",487,"Y"
"8","22","1",1317,"NW","GEG","MSP",1175,"N"
"2","20","7",1313,"CO","IAH","MSY",305,"N"
"6","10","6",1425,"WN","PHL","MCO",861,"N"
"1","3","1",1,"HP","LAS","CLE",1825,"Y"
"8","11","5",1645,"AA","ORD","TUL",585,"Y"
"1","10","2",1442,"OO","FAT","LAX",209,"N"
"7","13","4",741,"US","CLT","PIT",366,"N"
"11","7","2",1225,"EV","ATL","SRQ",445,"Y"
"2","20","1",954,"US","PHX","TPA",1788,"N"
"11","2","4",2052,"AA","LGA","DFW",1389,"Y"
"8","27","6",1323,"DL","ATL","MCI",692,"N"
"7","24","7",1932,"AA","STL","BWI",737,"N"
"12","26","2",1940,"YV","LAS","BUR",223,"N"
"6","30","4",1605,"AA","BHM","DFW",597,"N"
"8","24","4",910,"YV","PHX","DRO",351,"Y"
"8","6","6",722,"UA","SEA","SFO",679,"N"
"5","20","6",1035,"AA","SFO","LAX",337,"N"
"7","22","6",858,"UA","LAX","ORD",1745,"N"
"7","29","5",1640,"EV","SJC","SLC",585,"N"
"1","5","3",935,"WN","RNO","SJC",188,"N"
"11","6","7",1106,"US","PIT","MCO",834,"N"
"3","3","5",637,"UA","PHX","SFO",651,"N"
"11","5","6",624,"F9","MSP","DEN",680,"N"
"9","3","6",1620,"WN","LAX","BNA",1797,"N"
"1","5","4",1233,"UA","IAH","DEN",861,"Y"
"6","3","5",754,"UA","MSY","LAX",1671,"N"
"7","13","3",1157,"CO","IAH","MFE",316,"N"
"1","26","3",2102,"EV","ATL","CHA",106,"Y"
"1","29","7",640,"NW","RAP","MSP",490,"N"
"10","13","4",956,"DL","BWI","ATL",576,"N"
"12","15","5",1202,"UA","ORD","DEN",888,"N"
"2","25","5",1900,"WN","MDW","HOU",937,"Y"
"4","20","4",2145,"UA","ORD","DEN",888,"N"
"12","20","2",1431,"AS","PDX","OAK",543,"N"
"1","3","1",1035,"WN","HRL","HOU",276,"N"
"5","2","1",1438,"UA","BWI","ORD",622,"N"
"4","29","6",1535,"OO","SLC","EKO",200,"N"
"1","5","4",1058,"UA","DEN","MDW",895,"N"
"10","12","4",1548,"UA","DEN","TPA",1506,"N"
"5","14","7",2117,"XE","IAH","MAF",429,"Y"
"1","8","7",1415,"XE","IAH","LIT",374,"N"
"8","7","7",921,"OH","MKE","CVG",318,"N"
"10","2","7",1124,"XE","IAD","IAH",1190,"N"
"4","27","3",1340,"NW","DTW","MSP",528,"N"
"10","24","1",1128,"UA","LAS","SFO",414,"N"
"7","10","7",1813,"XE","STL","IAH",668,"Y"
"11","13","1",1514,"NW","MSP","MEM",700,"N"
"7","20","3",1918,"UA","ORD","TPA",1012,"Y"
"6","13","2",2021,"AA","DFW","COS",592,"N"
"2","16","3",1743,"MQ","STL","RDU",667,"Y"
"9","15","4",2046,"AA","HOU","AUS",148,"N"
"6","28","2",645,"WN","ISP","BWI",220,"N"
"10","24","2",1459,"WN","SMF","LAS",397,"N"
"11","7","1",1728,"US","IAH","PHL",1324,"N"
"8","18","4",726,"HA","OGG","HNL",100,"N"
"10","3","1",1141,"AA","IAH","MIA",964,"N"
"4","20","3",643,"AA","MIA","DFW",1121,"N"
"4","10","1",1423,"YV","FSD","ORD",462,"N"
"7","12","3",1050,"F9","BOI","DEN",649,"N"
"10","8","7",1419,"MQ","DSM","ORD",299,"N"
"3","31","5",1214,"AA","MIA","MCO",193,"N"
"4","19","3",835,"OH","CVG","STL",307,"N"
"5","3","3",1912,"US","TPA","PHL",920,"N"
"11","18","6",558,"OO","EUG","DEN",997,"N"
"12","11","1",1457,"AA","BUR","DFW",1231,"N"
"7","19","2",1956,"WN","DAL","ABQ",580,"N"
"7","9","6",1153,"DH","LAS","IAD",2066,"N"
"10","11","3",1836,"B6","PBI","JFK",1028,"N"
"9","30","5",1855,"B6","JFK","PBI",1028,"N"
"6","1","4",2148,"UA","ORD","DSM",299,"Y"
"9","22","5",1859,"XE","CLE","ORF",435,"N"
"3","20","7",825,"B6","BOS","FLL",1237,"N"
"9","2","6",507,"OO","IYK","LAX",123,"N"
"4","15","6",1454,"B6","MCO","BOS",1121,"N"
"1","26","3",1545,"WN","STL","MCO",880,"N"
"3","1","2",2053,"MQ","DFW","LBB",282,"N"
"11","18","5",1820,"WN","SAN","OAK",446,"Y"
"8","26","6",721,"B6","BOS","AUS",1698,"Y"
"8","28","7",829,"DH","IAD","SYR",296,"N"
"8","2","2",1358,"UA","MSP","ORD",334,"N"
"10","17","2",1316,"AA","AUS","DFW",190,"N"
"10","13","4",1419,"MQ","ORD","MSN",109,"N"
"2","5","7",1510,"OH","BOS","BGR",201,"N"
"6","6","1",1830,"DL","DCA","LGA",214,"N"
"4","12","2",1838,"NW","MEM","MSN",559,"N"
"5","2","1",1143,"AA","IAD","DFW",1172,"N"
"1","21","6",848,"AA","LAX","IAD",2288,"N"
"11","3","5",1459,"DL","CVG","BOS",752,"N"
"11","20","7",1640,"UA","DCA","ORD",612,"N"
"9","11","1",1346,"XE","EWR","BWI",169,"N"
"3","17","4",1058,"UA","LAX","ORD",1745,"N"
"7","24","1",2006,"WN","MDW","MCI",405,"Y"
"7","7","4",2050,"OO","SAN","LAX",109,"N"
"1","4","3",755,"OH","LEX","DCA",414,"N"
"2","2","3",822,"WN","SJC","BUR",296,"N"
"7","4","2",1035,"F9","DEN","DFW",641,"N"
"10","27","5",2052,"AS","LAX","PDX",834,"Y"
"7","4","2",748,"WN","OAK","SEA",671,"N"
"3","5","6",821,"XE","DAB","EWR",884,"N"
"11","6","1",2122,"NW","MSP","ABQ",981,"N"
"5","25","3",1218,"OH","PNS","JFK",1028,"N"
"8","12","6",1808,"OO","LAX","SLC",590,"N"
"5","21","7",1315,"YV","ORD","BNA",409,"Y"
"10","12","3",1106,"DL","SLC","SNA",588,"N"
"7","9","7",1432,"XE","OMA","IAH",781,"N"
"10","22","6",806,"CO","SJU","EWR",1608,"N"
"3","27","1",2040,"XE","CLE","SDF",304,"N"
"8","4","4",2351,"FL","ATL","PHF",508,"Y"
"4","9","7",1337,"MQ","ORD","MDT",594,"N"
"9","22","4",1925,"DL","ATL","SFO",2139,"N"
"9","5","2",1637,"DL","ATL","STL",483,"Y"
"10","21","5",721,"MQ","ORD","GRR",137,"N"
"11","18","5",752,"CO","IAH","DCA",1208,"N"
"10","20","5",737,"UA","BUF","ORD",473,"N"
"4","17","1",955,"AA","BNA","DFW",631,"N"
"1","30","7",1425,"WN","LIT","LAS",1295,"Y"
"4","23","7",1758,"AS","ANC","SEA",1449,"N"
"6","21","2",1312,"AA","DFW","CMH",927,"N"
"12","1","5",1411,"XE","IND","CLE",261,"Y"
"11","22","2",838,"MQ","XNA","ORD",522,"N"
"5","24","3",1007,"WN","PVD","MCO",1073,"N"
"3","1","2",844,"UA","SFO","ORD",1846,"N"
"5","15","7",1858,"DL","ATL","SRQ",445,"N"
"11","2","4",1940,"OH","CMH","CVG",116,"Y"
"2","13","1",830,"OH","CVG","DFW",812,"N"
"10","13","4",2004,"MQ","BWI","BOS",370,"Y"
"3","1","3",625,"WN","MAF","HOU",441,"N"
"4","27","3",1430,"WN","SJC","LAX",308,"N"
"12","7","3",2134,"DL","ATL","LAX",1946,"N"
"5","24","2",951,"DL","BOS","TPA",1185,"N"
"6","26","7",1602,"AA","FLL","DFW",1119,"N"
"8","20","7",930,"US","PHX","FLL",1972,"Y"
"5","9","2",1627,"XE","PNS","IAH",489,"N"
"12","25","1",2025,"OH","ATL","MSN",707,"Y"
"4","19","2",1047,"OO","ORD","PVD",849,"N"
"11","16","3",1754,"AA","LAS","ORD",1515,"N"
"12","7","3",1126,"AA","IAD","LAX",2288,"N"
"2","2","4",1035,"WN","PHX","HOU",1020,"N"
"11","21","1",752,"CO","IAH","BOS",1597,"N"
"5","14","6",1750,"WN","TPA","BHM",460,"N"
"6","26","1",1425,"OH","CVG","MEM",403,"N"
"10","11","3",1650,"OH","MDT","ATL",619,"N"
"7","16","6",757,"CO","SEA","EWR",2401,"N"
"7","28","5",1210,"US","PHX","AUS",872,"N"
"11","14","2",1023,"OO","EUG","SFO",451,"N"
"1","30","7",1140,"WN","JAX","BWI",663,"N"
"1","20","5",1349,"US","LAS","SFO",414,"N"
"7","23","6",1425,"WN","LAS","ISP",2283,"N"
"12","23","5",1101,"US","FLL","EYW",145,"N"
"10","11","2",2030,"MQ","BOS","EWR",200,"Y"
"9","12","2",1021,"WN","ONT","PHX",325,"N"
"4","30","6",830,"NW","BNA","DTW",457,"N"
"9","24","7",716,"B6","LGB","JFK",2465,"N"
"10","4","2",1058,"OO","DEN","CPR",230,"N"
"4","18","2",1758,"US","PBI","DCA",857,"N"
"4","10","7",1530,"WN","OAK","BUR",325,"Y"
"10","3","2",1651,"XE","IND","CLE",261,"N"
"4","6","4",644,"US","BDL","CLT",644,"N"
"1","16","1",640,"OO","PSP","SLC",541,"N"
"4","2","7",1902,"OO","TWF","SLC",175,"N"
"12","10","7",1912,"XE","CLE","BTV",489,"Y"
"8","13","7",1653,"WN","BWI","ABQ",1670,"N"
"11","9","4",743,"AA","STL","DFW",551,"N"
"5","12","5",1425,"US","CLT","JAX",329,"N"
"11","9","3",745,"CO","IAH","SAN",1303,"N"
"11","14","2",607,"MQ","DTW","LGA",501,"N"
"5","28","7",1130,"WN","PHX","ONT",325,"N"
"9","5","1",745,"OH","CVG","ROC",461,"N"
"9","24","6",1845,"WN","OAK","BUR",325,"N"
"1","19","3",1133,"OO","SLC","EUG",619,"N"
"11","28","1",1106,"AA","SNA","DFW",1205,"N"
"1","26","4",1515,"OH","BOS","BGR",201,"N"
"2","20","7",1200,"DL","JFK","LAX",2475,"N"
"6","25","7",1136,"CO","SNA","IAH",1347,"N"
"4","6","3",649,"NW","DTW","EWR",487,"N"
"9","11","7",1135,"WN","OAK","LAS",407,"N"
"10","23","7",1600,"US","PIT","LGA",335,"N"
"11","13","1",1431,"WN","SMF","PDX",479,"N"
"4","24","1",1317,"UA","OGG","SFO",2338,"N"
"9","1","5",1017,"OH","TOL","ATL",549,"N"
"10","22","6",1300,"AA","DFW","AUS",190,"N"
"6","1","4",1438,"US","SJU","PHL",1576,"N"
"5","13","5",1505,"AA","STL","ORD",258,"Y"
"1","27","5",1656,"NW","DTW","SDF",306,"N"
"10","7","6",600,"MQ","SBP","LAX",155,"N"
"7","1","5",827,"DH","GSP","IAD",383,"N"
"8","3","3",2057,"NW","DTW","BUF",240,"N"
"11","27","7",1356,"NW","DTW","BWI",408,"N"
"10","9","1",1123,"OO","GRB","ORD",174,"N"
"5","3","3",1919,"UA","DEN","AUS",775,"N"
"11","3","4",1223,"XE","EWR","IND",644,"N"
"9","3","7",1014,"WN","TPA","PIT",873,"N"
"6","21","2",1843,"AA","DFW","MCO",984,"N"
"10","7","5",1205,"WN","RSW","MDW",1105,"N"
"3","4","5",1142,"DL","ATL","DFW",732,"N"
"6","20","1",825,"FL","ATL","MDW",590,"Y"
"5","22","1",1612,"MQ","GRK","DFW",134,"N"
"12","24","7",1108,"AQ","ITO","HNL",216,"N"
"8","19","6",1945,"DL","PHL","ATL",665,"N"
"5","26","5",2028,"AS","SEA","LAX",954,"N"
"1","29","7",748,"MQ","DFW","SHV",190,"N"
"5","10","2",649,"XE","HPN","CLE",425,"N"
"12","21","4",1104,"FL","MDW","CLT",584,"N"
"8","24","4",1121,"AA","ORD","LAX",1745,"N"
"12","24","7",1015,"YV","PHX","TEX",387,"Y"
"1","22","7",2025,"MQ","DFW","GSO",999,"Y"
"6","13","2",1835,"DL","MCI","ATL",692,"N"
"8","28","1",1112,"XE","CLE","SYR",317,"N"
"1","30","1",1105,"US","CLT","CHS",168,"N"
"1","4","3",2040,"EV","ATL","FLO",273,"N"
"6","3","6",926,"US","PHL","RDU",336,"N"
"12","22","4",1404,"XE","IAH","GSO",986,"N"
"8","13","6",900,"UA","MIA","IAD",921,"N"
"1","2","1",855,"CO","EWR","SAT",1569,"N"
"3","5","7",1721,"OO","SLC","LAX",590,"N"
"4","16","7",1554,"DL","MCO","JFK",944,"N"
"11","9","4",1501,"DL","ATL","CVG",373,"Y"
"7","18","1",559,"XE","MSP","IAH",1034,"N"
"7","22","5",1454,"OH","CVG","ORD",264,"N"
"7","7","4",2030,"WN","LBB","ABQ",289,"Y"
"11","21","1",1243,"OO","TUS","DEN",639,"N"
"11","16","3",1415,"WN","OMA","LAS",1099,"N"
"10","23","7",1743,"OH","CVG","CMI",205,"Y"
"2","12","7",1506,"OH","CVG","ALB",623,"N"
"9","16","5",814,"B6","JFK","PBI",1028,"N"
"9","26","1",1855,"DH","CLE","IAD",288,"N"
"8","1","1",635,"NW","DFW","MEM",432,"N"
"4","11","2",1423,"WN","AUS","DAL",189,"Y"
"5","26","4",839,"UA","DTW","ORD",235,"N"
"4","14","4",810,"OH","GSO","CVG",330,"N"
"3","29","2",1345,"US","CLT","MIA",650,"N"
"2","14","1",2120,"DH","IAD","CAE",401,"Y"
"5","31","3",1020,"NW","DTW","PHX",1671,"N"
"12","13","3",2100,"OO","SFO","CIC",153,"N"
"8","18","5",717,"WN","MHT","LAS",2356,"N"
"4","15","6",1200,"AA","STL","DAL",546,"N"
"5","22","1",658,"NW","MSP","MKE",297,"N"
"9","19","1",1921,"WN","LAS","ELP",584,"Y"
"4","24","1",704,"FL","LAX","ATL",1946,"N"
"10","2","7",635,"OH","ACY","CVG",542,"Y"
"4","27","3",1701,"US","CLT","CMH",346,"N"
"7","13","4",844,"B6","LGB","JFK",2465,"N"
"9","4","1",1454,"AS","DFW","SEA",1660,"N"
"10","18","2",1112,"DH","BDL","IAD",326,"Y"
"4","11","2",1413,"NW","MSP","DTW",528,"N"
"2","15","3",712,"DL","MCI","ATL",692,"N"
"10","20","5",728,"US","PHL","DFW",1302,"N"
"10","21","5",1332,"XE","MAF","IAH",429,"N"
"10","28","5",1838,"XE","TYS","IAH",772,"N"
"8","18","4",530,"OH","LEX","CVG",70,"N"
"3","7","1",853,"XE","RDU","IAH",1043,"N"
"6","9","5",633,"F9","MSP","DEN",680,"N"
"10","27","5",1749,"UA","MHT","ORD",843,"Y"
"2","20","1",815,"UA","BWI","DEN",1491,"N"
"4","25","1",755,"WN","RNO","PDX",444,"N"
"10","28","6",1421,"NW","MEM","VPS",369,"N"
"10","22","6",1153,"XE","MDW","EWR",711,"N"
"4","18","1",715,"WN","TUL","STL",351,"N"
"10","5","4",548,"MQ","FAT","LAX",209,"N"
"11","30","3",1656,"MQ","LEX","DFW",785,"N"
"11","6","7",1531,"OO","LAX","ONT",47,"N"
"10","3","1",741,"DL","ATL","BOS",946,"N"
"8","16","2",923,"XE","EWR","CVG",569,"N"
"4","22","5",1327,"XE","IND","CLE",261,"N"
"8","9","3",1415,"WN","DAL","TUL",237,"N"
"9","9","6",1301,"XE","MEM","IAH",469,"N"
"5","21","6",1919,"MQ","DFW","BNA",631,"N"
"11","2","3",1359,"DL","BOS","TPA",1185,"N"
"7","3","7",1100,"US","CLT","ILM",185,"N"
"3","19","6",1722,"US","CLT","MIA",650,"Y"
"7","14","5",1900,"EV","ICT","ATL",781,"Y"
"7","24","7",1542,"FL","MCO","BWI",787,"N"
"1","17","2",705,"WN","SAN","MDW",1728,"N"
"4","3","7",1855,"OH","JAX","LGA",834,"Y"
"12","13","2",1304,"XE","EWR","ROC",246,"N"
"9","3","7",1411,"US","SEA","PHX",1107,"N"
"1","1","6",1720,"OO","DEN","COS",72,"N"
"12","6","3",2100,"B6","IAD","OAK",2408,"N"
"7","28","5",1224,"DL","BOS","LGA",185,"N"
"7","1","5",1823,"UA","ORD","MDT",594,"Y"
"6","15","4",1629,"B6","JFK","OAK",2576,"N"
"12","1","4",1900,"WN","BUF","BWI",281,"Y"
"1","12","3",1535,"B6","RSW","BOS",1249,"Y"
"3","3","5",723,"AA","ATL","DFW",732,"N"
"10","10","1",1747,"EV","ATL","PHF",508,"N"
"12","27","3",56,"CO","ANC","SEA",1449,"N"
"11","2","3",1728,"FL","ATL","BWI",576,"N"
"1","30","7",2210,"WN","LAS","OAK",407,"N"
"1","10","1",1251,"HP","LAS","MSP",1300,"Y"
"8","25","4",1925,"WN","MCI","MDW",405,"N"
"4","24","7",1905,"US","FLL","CLT",631,"Y"
"3","10","4",912,"AA","ORD","LAS",1515,"N"
"11","29","2",1528,"AA","DFW","PHX",868,"N"
"10","17","1",536,"AA","PHX","DFW",868,"N"
"7","27","3",248,"UA","OGG","SFO",2338,"Y"
"10","22","6",2105,"OH","CVG","MYR",489,"N"
"2","19","7",1843,"UA","DEN","ATL",1199,"N"
"6","8","3",1240,"FL","ATL","CLT",227,"N"
"2","14","1",1550,"WN","SAT","HOU",192,"N"
"12","2","6",1157,"XE","JAX","IAH",817,"N"
"4","19","2",1813,"CO","BWI","CLE",314,"N"
"3","10","5",1429,"FL","ATL","PNS",272,"N"
"11","9","4",1200,"EV","AGS","ATL",143,"N"
"12","15","5",1418,"AA","DFW","PHX",868,"N"
"3","26","7",1935,"OO","SLC","IDA",188,"N"
"8","29","2",921,"WN","OAK","PDX",543,"N"
"3","22","2",2130,"WN","MCI","PHX",1044,"N"
"3","4","5",1510,"EV","ATL","JAN",341,"Y"
"4","19","2",2020,"WN","SJC","ONT",333,"N"
"6","6","1",841,"XE","STL","IAH",668,"N"
"8","26","5",1923,"DH","IAD","PWM",494,"N"
"3","3","5",1152,"NW","ORD","MSP",334,"N"
"5","12","4",1925,"NW","DTW","EWR",487,"Y"
"7","22","5",1607,"MQ","DCA","LGA",214,"N"
"3","10","4",1536,"US","CLT","MYR",156,"N"
"4","9","7",745,"UA","DCA","ORD",612,"N"
"9","17","7",1715,"HA","HNL","LIH",102,"N"
"7","26","3",1203,"EV","MOB","ATL",302,"N"
"3","30","4",1132,"MQ","MSN","ORD",109,"N"
"5","21","7",1256,"US","LAX","PHX",370,"N"
"7","9","7",2055,"WN","FLL","TPA",197,"N"
"11","5","6",1841,"MQ","DFW","LIT",304,"N"
"5","19","4",1705,"DL","GRR","CVG",268,"N"
"7","26","2",1605,"WN","BOI","LAS",520,"N"
"11","9","3",1617,"OO","MRY","LAX",267,"Y"
"3","1","2",918,"XE","IAH","BRO",308,"N"
"1","13","4",1730,"AA","MSP","ORD",334,"Y"
"4","21","5",1714,"OO","PIH","SLC",150,"N"
"1","4","3",1617,"DL","RSW","BOS",1249,"N"
"8","8","2",1340,"OH","IND","CVG",98,"Y"
"5","8","1",1757,"US","PIT","LAX",2136,"N"
"12","25","7",1130,"WN","SEA","SMF",605,"N"
"9","19","2",1253,"MQ","XNA","DFW",281,"N"
"7","16","7",1936,"MQ","RDU","BOS",612,"N"
"10","1","6",1200,"WN","SDF","STL",254,"N"
"12","8","5",1856,"NW","MSP","ORD",334,"N"
"6","9","4",1015,"WN","GEG","BOI",287,"N"
"12","28","4",719,"UA","PHL","ORD",678,"N"
"11","21","1",1042,"AA","DFW","SEA",1660,"N"
"8","12","5",900,"OO","DEN","AUS",775,"N"
"9","5","2",759,"MQ","ORD","BUF",473,"N"
"6","8","4",1935,"WN","SJC","BUR",296,"N"
"2","25","6",1219,"UA","PIT","ORD",412,"N"
"6","12","7",1123,"AA","FLL","ORD",1182,"N"
"1","27","5",624,"MQ","LRD","DFW",394,"N"
"7","5","3",1006,"YV","PHX","SBP",509,"N"
"1","14","6",1802,"US","CLT","PIT",366,"Y"
"12","21","3",1730,"XE","MEM","EWR",946,"N"
"1","10","2",1510,"WN","MCO","AUS",993,"N"
"3","25","6",700,"AA","LAX","JFK",2475,"N"
"12","18","7",1621,"AS","ANC","SEA",1449,"N"
"5","9","1",1253,"MQ","DCA","LGA",214,"N"
"1","17","2",1355,"OO","SBP","LAX",155,"N"
"10","3","2",947,"OO","OAK","SLC",588,"N"
"2","6","7",700,"DH","TYS","MCO",532,"N"
"12","16","5",1100,"WN","SAT","DAL",248,"Y"
"9","23","6",1637,"AA","ORD","MCO",1005,"Y"
"8","7","7",1740,"AA","ORD","BDL",783,"N"
"3","29","3",2209,"UA","SFO","SEA",679,"N"
"12","31","6",825,"WN","PHL","MDW",668,"N"
"7","21","5",1321,"OO","SBA","SLC",615,"N"
"1","27","5",2058,"AA","SFO","MIA",2585,"N"
"12","31","7",1105,"YV","YUM","PHX",160,"N"
"11","17","5",1528,"AA","SEA","ORD",1721,"N"
"2","3","5",856,"DL","SNA","ATL",1919,"N"
"4","5","2",1016,"NW","BNA","DTW",457,"N"
"7","21","4",2120,"US","DCA","PVD",357,"N"
"12","17","7",923,"AA","IAD","DFW",1172,"N"
"10","5","3",1655,"MQ","LGA","DCA",214,"N"
"6","2","4",1114,"NW","SDF","DTW",306,"N"
"9","29","4",1223,"NW","ONT","MSP",1494,"Y"
"2","19","7",808,"AA","RSW","DFW",1017,"N"
"1","5","3",1220,"NW","MSP","ANC",2518,"Y"
"1","30","7",1534,"UA","SEA","LAX",954,"N"
"8","1","1",656,"DL","FLL","ATL",581,"N"
"7","8","5",805,"WN","RNO","PDX",444,"N"
"1","2","7",745,"EV","ATL","PFN",247,"N"
"7","1","6",1418,"EV","PHF","ATL",508,"N"
"7","27","4",557,"AA","LGA","STL",887,"N"
"5","11","4",1746,"AA","SAT","DFW",247,"Y"
"2","16","3",1632,"NW","IND","TPA",838,"Y"
"4","8","6",758,"DL","BOS","RSW",1249,"N"
"7","9","7",2048,"UA","ORD","IAD",589,"N"
"8","16","2",1314,"FL","ATL","BWI",576,"N"
"10","10","1",1534,"HP","RNO","PHX",601,"N"
"1","25","2",1616,"AA","ORD","RDU",647,"N"
"12","6","2",649,"AA","DCA","DFW",1192,"N"
"4","28","4",926,"XE","BWI","CLE",314,"N"
"8","15","2",600,"YV","LGA","IAD",229,"N"
"10","5","3",1302,"NW","ATL","MEM",332,"N"
"11","18","6",932,"US","PHL","MSY",1088,"N"
"6","12","1",1257,"NW","MSP","MHT",1092,"N"
"11","21","1",2031,"OO","BIL","SLC",387,"N"
"8","10","4",1523,"YV","FLG","PHX",119,"Y"
"9","22","4",926,"MQ","BOS","RDU",612,"N"
"10","26","3",1752,"US","LGA","PIT",335,"N"
"5","8","1",1542,"OO","SNA","LAX",36,"N"
"11","25","5",1816,"DL","ATL","BHM",134,"N"
"6","3","6",1902,"YV","JFK","IAD",228,"N"
"11","24","4",1714,"OO","PHX","LAX",370,"N"
"5","9","2",1655,"WN","MCI","MDW",405,"N"
"1","24","2",1035,"FL","ATL","RSW",515,"N"
"10","13","5",1555,"NW","TPA","DTW",983,"Y"
"11","28","2",1245,"EV","PVD","ATL",903,"N"
"12","16","6",1940,"WN","MDW","SAN",1728,"N"
"6","26","7",1323,"HA","HNL","PDX",2603,"N"
"11","10","4",1740,"OH","MCO","BNA",616,"N"
"10","17","1",1238,"DL","CVG","LGA",585,"N"
"4","13","3",600,"CO","DCA","IAH",1208,"N"
"1","8","7",1249,"AA","BHM","DFW",597,"N"
"11","6","1",703,"UA","BDL","ORD",783,"N"
"3","8","2",1735,"NW","ATL","MSP",906,"N"
"4","21","5",2124,"B6","LGB","IAD",2277,"N"
"5","25","3",950,"OH","BWI","CVG",430,"N"
"6","8","3",1039,"DL","AUS","CVG",958,"N"
"3","23","4",2318,"US","LAS","BOS",2381,"Y"
"3","13","7",1903,"TZ","BOS","MDW",861,"N"
"5","9","2",2012,"WN","HOU","STL",687,"Y"
"4","9","7",1601,"US","PIT","LGA",335,"N"
"9","16","6",1747,"DL","ROC","ATL",749,"N"
"5","23","1",1358,"AA","DFW","STL",551,"N"
"8","25","4",1307,"FL","MDW","ATL",590,"N"
"10","7","5",1226,"AA","ORD","ATL",606,"Y"
"11","25","6",1420,"YV","IAD","PIT",183,"N"
"2","25","5",1632,"US","PHL","SYR",228,"N"
"5","22","7",1939,"MQ","BTR","DFW",383,"N"
"6","2","5",1959,"XE","EWR","BGR",393,"N"
"2","16","3",1549,"OO","IAH","ACT",159,"N"
"12","3","7",2124,"FL","ATL","LAS",1747,"N"
"1","20","4",1247,"HP","PHX","PHL",2075,"N"
"1","22","7",904,"YV","RDU","CLT",130,"N"
"9","27","3",1517,"AA","AUS","DFW",190,"N"
"8","15","1",1400,"WN","PHX","LAS",256,"N"
"3","28","2",759,"DL","BOI","SLC",291,"N"
"2","26","7",1515,"NW","SEA","OGG",2640,"Y"
"11","27","7",922,"MQ","CMH","LGA",478,"N"
"11","3","5",952,"MQ","DFW","SGF",364,"Y"
"10","12","3",1425,"WN","OAK","SAN",446,"N"
"9","15","4",800,"WN","RNO","LAS",345,"N"
"11","9","4",1247,"MQ","DBQ","ORD",147,"N"
"3","21","1",1055,"OH","FSD","CVG",701,"N"
"10","20","5",1055,"OH","CVG","DCA",411,"N"
"8","8","1",707,"US","DFW","DCA",1192,"N"
"4","8","5",701,"AS","PDX","SAN",933,"Y"
"3","28","1",641,"AA","MIA","SJU",1045,"N"
"3","31","4",1450,"US","PIT","CLT",366,"N"
"6","17","5",855,"EV","CVG","AVL",275,"N"
"9","21","4",928,"NW","DTW","SFO",2079,"N"
"10","29","6",2120,"AS","ANC","ORD",2846,"N"
"6","1","4",1633,"YV","ASE","DEN",125,"Y"
"11","17","5",1110,"OO","SMF","LAX",373,"Y"
"8","30","2",750,"WN","PBI","TPA",174,"N"
"6","15","4",813,"AA","SJC","DFW",1438,"N"
"4","5","3",1406,"AA","PHL","ORD",678,"N"
"8","29","1",705,"WN","ONT","LAS",197,"N"
"1","26","3",1545,"DL","DFW","LAX",1235,"N"
"10","17","1",855,"US","DCA","LGA",214,"N"
"7","7","4",1243,"US","CLT","TPA",508,"N"
"1","16","1",1643,"AA","TPA","DFW",929,"N"
"5","22","1",1458,"WN","SMF","LAS",397,"Y"
"7","4","1",1528,"DL","BOS","MCO",1121,"N"
"12","29","4",648,"NW","LGA","MEM",963,"N"
"10","9","7",1028,"UA","DEN","MIA",1709,"N"
"3","1","2",1558,"UA","ORD","CMH",296,"N"
"5","20","5",2255,"OH","CVG","LAN",258,"N"
"9","6","3",2024,"OO","CLE","ORD",316,"N"
"12","31","6",1614,"OH","CVG","RDU",390,"N"
"10","18","3",1054,"WN","OAK","BNA",1959,"N"
"9","3","7",1154,"XE","IAH","CRP",201,"N"
"5","25","3",1425,"WN","MSY","TPA",487,"N"
"6","24","6",2139,"US","PHL","CLT",448,"Y"
"11","15","2",630,"WN","LAS","LAX",236,"N"
"3","27","1",1045,"WN","LAS","ONT",197,"N"
"7","31","1",1729,"DL","LGA","DCA",214,"N"
"11","1","3",2159,"YV","IAD","RDU",224,"N"
"8","8","2",623,"UA","GEG","ORD",1498,"N"
"11","14","2",1550,"MQ","SPS","DFW",113,"N"
"8","18","4",1655,"US","LGA","BOS",185,"N"
"1","5","3",1736,"UA","IAD","MCO",758,"Y"
"5","9","1",656,"FL","MSY","ATL",425,"N"
"6","6","2",655,"DL","ATL","MIA",595,"N"
"4","26","3",1808,"XE","DAY","EWR",533,"Y"
"1","20","5",1355,"WN","LAX","LAS",236,"Y"
"1","14","5",1649,"MQ","ORD","OMA",416,"Y"
"2","26","6",1147,"DL","SEA","ATL",2182,"N"
"5","12","4",1215,"WN","SLC","PHX",507,"N"
"12","25","1",1300,"AS","PDX","OAK",543,"Y"
"7","6","4",2047,"AA","MIA","BNA",806,"Y"
"1","6","5",955,"FL","MEM","ATL",332,"N"
"2","17","4",1352,"US","PHL","PVD",238,"N"
"7","10","7",1040,"XE","EWR","MKE",725,"N"
"3","13","7",2030,"AA","ORD","PHL",678,"N"
"6","10","6",1329,"UA","DEN","ORD",888,"N"
"10","3","1",1225,"MQ","LAX","SBA",89,"N"
"10","2","1",2108,"OO","SLC","SBA",615,"N"
